0.05000	0.05000	0.00478	0.03071	15	320	0.10628
0.05000	0.05000	0.04868	0.03350	66	269	0.00539
0.05000	0.05000	0.01524	0.03427	38	297	0.13666
0.05000	0.05000	0.00768	0.03654	50	285	0.07784
0.05000	0.05000	0.00641	0.03854	3	332	0.07493
0.05000	0.05000	0.00780	0.04164	1	336	0.07901
0.05000	0.05000	0.04661	0.04194	48	287	0.01552
0.05000	0.05000	0.01684	0.04238	24	311	0.22294
0.05000	0.05000	0.01274	0.04420	8	343	0.16515
0.05000	0.05000	0.01094	0.04449	31	304	0.11628
0.05000	0.05000	0.01656	0.06621	13	348	0.06548
0.05000	0.05000	0.03297	0.10009	54	281	0.00851
0.05000	0.05000	0.01162	0.12483	32	303	0.09036
0.05000	0.05000	0.00781	0.21925	32	303	0.06163
0.05000	0.05000	0.00450	0.23212	28	307	0.03752
0.05000	0.05000	0.00200	0.23666	34	301	0.02619
0.05000	0.05000	0.00201	0.25778	6	341	0.02622
0.05000	0.05000	0.04740	0.33143	61	274	0.00313
0.05000	0.05000	0.01196	0.36836	64	271	0.09123
0.05000	0.05000	0.01336	0.39265	44	291	0.08973
