2	100	0.05000	-0.35113	0.00065	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
3	100	0.05000	-0.28251	0.00055	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
4	100	0.05000	-0.16967	0.00030	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
5	100	0.05000	-0.08790	0.00024	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
6	100	0.05000	-0.07175	0.00022	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
7	100	0.05000	-0.03134	0.00018	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
8	100	0.05000	-0.03882	0.00020	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
9	100	0.05000	-0.06114	0.00019	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
10	100	0.05000	-0.05610	0.00016	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
11	100	0.05000	-0.07218	0.00018	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
12	100	0.05000	0.00412	0.00012	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
13	100	0.05000	0.04517	0.00011	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
14	100	0.05000	0.03320	0.00016	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
15	100	0.05000	-0.00868	0.00012	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
16	100	0.05000	0.04622	0.00009	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
17	100	0.05000	0.02944	0.00014	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
18	100	0.05000	0.07106	0.00013	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
19	100	0.05000	-0.02819	0.00014	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
20	100	0.05000	0.00677	0.00014	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
21	100	0.05000	-0.02837	0.00016	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
22	100	0.05000	-0.04880	0.00015	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
23	100	0.05000	-0.03573	0.00015	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
24	100	0.05000	0.00057	0.00012	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
25	100	0.05000	0.03303	0.00011	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
26	100	0.05000	-0.02418	0.00011	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
27	100	0.05000	-0.01113	0.00012	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
28	100	0.05000	-0.00623	0.00014	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
29	100	0.05000	-0.07574	0.00010	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
30	100	0.05000	-0.02551	0.00008	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
31	100	0.05000	-0.02378	0.00010	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
