2	100	0.05000	-1.12279	0.00171	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
3	100	0.05000	-0.68646	0.00138	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
4	100	0.05000	-0.47758	0.00074	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
5	100	0.05000	-0.42375	0.00053	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
6	100	0.05000	-0.48202	0.00091	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
7	100	0.05000	-0.30822	0.00071	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
8	100	0.05000	-0.18766	0.00040	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
9	100	0.05000	-0.20804	0.00040	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
10	100	0.05000	-0.20898	0.00030	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
11	100	0.05000	-0.07707	0.00031	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
12	100	0.05000	-0.07598	0.00024	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
13	100	0.05000	-0.08724	0.00027	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
14	100	0.05000	-0.16266	0.00030	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
15	100	0.05000	-0.09579	0.00025	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
16	100	0.05000	-0.06253	0.00024	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
17	100	0.05000	-0.15822	0.00022	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
18	100	0.05000	-0.02848	0.00024	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
19	100	0.05000	-0.05327	0.00022	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
20	100	0.05000	-0.07650	0.00019	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
21	100	0.05000	-0.11195	0.00025	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
22	100	0.05000	-0.07161	0.00030	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
23	100	0.05000	-0.11156	0.00027	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
24	100	0.05000	-0.09094	0.00036	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
25	100	0.05000	-0.09229	0.00019	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
26	100	0.05000	-0.12321	0.00022	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
27	100	0.05000	-0.18263	0.00031	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
28	100	0.05000	-0.14593	0.00025	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
29	100	0.05000	-0.17841	0.00023	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
30	100	0.05000	-0.16705	0.00020	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
31	100	0.05000	-0.16152	0.00019	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
32	100	0.05000	-0.09625	0.00022	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
33	100	0.05000	-0.15233	0.00023	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
34	100	0.05000	-0.12950	0.00016	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
35	100	0.05000	-0.15337	0.00030	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
36	100	0.05000	-0.19066	0.00020	0.05000	0.00000	0.00000	0.00500	0.00000	0.00000
