236  abs_mut=120590 depth=14 abs_father_mut=34967 index_father_mut=235 num_children_mut=0 number_cells=1
237  abs_mut=176 depth=8 abs_father_mut=169 index_father_mut=7 num_children_mut=1 number_cells=0
238  abs_mut=1073742026 depth=9 abs_father_mut=176 index_father_mut=237 num_children_mut=1 number_cells=0
239  abs_mut=237 depth=10 abs_father_mut=1073742026 index_father_mut=238 num_children_mut=1 number_cells=0
240  abs_mut=1765 depth=11 abs_father_mut=237 index_father_mut=239 num_children_mut=1 number_cells=0
241  abs_mut=2096 depth=12 abs_father_mut=1765 index_father_mut=240 num_children_mut=1 number_cells=0
242  abs_mut=37653 depth=13 abs_father_mut=2096 index_father_mut=241 num_children_mut=1 number_cells=0
243  abs_mut=83208 depth=14 abs_father_mut=37653 index_father_mut=242 num_children_mut=0 number_cells=1
244  abs_mut=1073743052 depth=8 abs_father_mut=354 index_father_mut=202 num_children_mut=1 number_cells=0
245  abs_mut=1247 depth=9 abs_father_mut=1073743052 index_father_mut=244 num_children_mut=1 number_cells=0
246  abs_mut=1073744626 depth=10 abs_father_mut=1247 index_father_mut=245 num_children_mut=2 number_cells=0
247  abs_mut=14887 depth=11 abs_father_mut=1073744626 index_father_mut=246 num_children_mut=1 number_cells=0
248  abs_mut=1073763526 depth=12 abs_father_mut=14887 index_father_mut=247 num_children_mut=1 number_cells=0
249  abs_mut=1073801970 depth=13 abs_father_mut=1073763526 index_father_mut=248 num_children_mut=0 number_cells=1
250  abs_mut=176790 depth=13 abs_father_mut=7200 index_father_mut=133 num_children_mut=0 number_cells=1
251  abs_mut=1073749776 depth=8 abs_father_mut=1073742261 index_father_mut=47 num_children_mut=1 number_cells=0
252  abs_mut=15684 depth=9 abs_father_mut=1073749776 index_father_mut=251 num_children_mut=1 number_cells=0
253  abs_mut=28974 depth=10 abs_father_mut=15684 index_father_mut=252 num_children_mut=1 number_cells=0
254  abs_mut=71234 depth=11 abs_father_mut=28974 index_father_mut=253 num_children_mut=1 number_cells=0
255  abs_mut=82426 depth=12 abs_father_mut=71234 index_father_mut=254 num_children_mut=1 number_cells=0
256  abs_mut=150897 depth=13 abs_father_mut=82426 index_father_mut=255 num_children_mut=0 number_cells=1
257  abs_mut=1073744082 depth=6 abs_father_mut=1073741990 index_father_mut=45 num_children_mut=1 number_cells=0
258  abs_mut=1073746893 depth=7 abs_father_mut=1073744082 index_father_mut=257 num_children_mut=1 number_cells=0
259  abs_mut=5629 depth=8 abs_father_mut=1073746893 index_father_mut=258 num_children_mut=1 number_cells=0
260  abs_mut=1073747596 depth=9 abs_father_mut=5629 index_father_mut=259 num_children_mut=1 number_cells=0
261  abs_mut=20206 depth=10 abs_father_mut=1073747596 index_father_mut=260 num_children_mut=1 number_cells=0
262  abs_mut=35445 depth=11 abs_father_mut=20206 index_father_mut=261 num_children_mut=1 number_cells=0
263  abs_mut=1073783792 depth=12 abs_father_mut=35445 index_father_mut=262 num_children_mut=1 number_cells=0
264  abs_mut=127633 depth=13 abs_father_mut=1073783792 index_father_mut=263 num_children_mut=0 number_cells=1
