0	0.09419
0	0.14807
0	0.03712
0	0.07821
0	0.06549
0	0.06904
0	0.17168
0	0.08114
0	0.08383
0	0.18141
0	0.05305
1	0.10536
1	0.10607
1	0.06966
1	0.05570
1	0.08796
1	0.09675
1	0.07795
1	0.09590
1	0.07540
1	0.09712
1	0.15868
2	0.10849
2	0.16503
2	0.07686
2	0.12739
2	0.06187
2	0.06959
2	0.12425
2	0.16378
2	0.10079
2	0.06138
2	0.11702
3	0.14390
3	0.23441
3	0.27730
3	0.22945
3	0.25927
3	0.27041
3	0.30581
3	0.32092
3	0.11278
3	0.18517
3	0.35413
6	0.11925
6	0.11824
6	0.07439
6	0.07753
6	0.09514
6	0.08887
6	0.14804
6	0.05845
6	0.07263
6	0.15956
6	0.09636
7	0.04669
7	0.08514
7	0.11569
7	0.11238
7	0.04921
7	0.08790
7	0.07742
7	0.22173
7	0.09382
7	0.11703
7	0.15512
8	0.12806
8	0.12153
8	0.13717
8	0.27253
8	0.17145
8	0.19455
8	0.20834
8	0.20141
8	0.26729
8	0.24337
8	0.14727
9	0.44125
9	0.27315
9	0.15800
9	0.34201
9	0.41378
9	0.25278
9	0.25763
9	0.50885
9	0.20941
9	0.35266
9	0.38989
10	0.23294
10	0.40272
10	0.26288
10	0.16453
10	0.24884
10	0.26661
10	0.29763
10	0.26558
10	0.35335
10	0.24619
10	0.24291
11	0.08916
11	0.15715
11	0.09049
11	0.07879
11	0.04994
11	0.03143
11	0.05392
11	0.05339
11	0.03501
11	0.04566
11	0.08461
12	0.93619
12	0.94665
12	0.93171
12	0.95290
12	0.85342
12	0.87896
12	0.81917
12	0.83976
12	0.87783
12	0.90403
12	0.94224
