0	0.02909
0	0.06702
0	0.05056
0	0.06869
0	0.06514
0	0.09202
0	0.03543
0	0.10064
0	0.05976
0	0.07949
0	0.07388
1	0.11989
1	0.09725
1	0.12121
1	0.05007
1	0.07526
1	0.07781
1	0.07317
1	0.13162
1	0.11680
1	0.12351
1	0.12645
2	0.02230
2	0.03196
2	0.02152
2	0.06123
2	0.05037
2	0.02687
2	0.03314
2	0.02205
2	0.01608
2	0.01777
2	0.02006
3	0.05090
3	0.02477
3	0.03735
3	0.02705
3	0.01735
3	0.03125
3	0.04700
3	0.04264
3	0.03684
3	0.04726
3	0.03507
6	0.11316
6	0.03607
6	0.11267
6	0.02910
6	0.05990
6	0.12093
6	0.03570
6	0.04656
6	0.12743
6	0.13986
6	0.09782
7	0.11215
7	0.07153
7	0.11085
7	0.11905
7	0.12458
7	0.07218
7	0.12112
7	0.02790
7	0.13568
7	0.09162
7	0.09914
8	0.02384
8	0.02140
8	0.02410
8	0.01994
8	0.02861
8	0.03070
8	0.02929
8	0.06550
8	0.02301
8	0.05658
8	0.01832
9	0.01645
9	0.04225
9	0.02212
9	0.02921
9	0.02612
9	0.03072
9	0.07976
9	0.04253
9	0.02270
9	0.02839
9	0.03840
10	0.02312
10	0.02000
10	0.02758
10	0.02530
10	0.03422
10	0.05732
10	0.01691
10	0.02564
10	0.04691
10	0.02051
10	0.08627
11	0.05616
11	0.11814
11	0.08758
11	0.07685
11	0.12225
11	0.10788
11	0.05033
11	0.09268
11	0.05854
11	0.05794
11	0.05294
12	0.05910
12	0.06147
12	0.06822
12	0.06159
12	0.05233
12	0.05622
12	0.05634
12	0.06252
12	0.06254
12	0.05533
12	0.05278
