0.05000	0.05000	0.00669	0.01468	12	323	0.12173
0.05000	0.05000	0.00900	0.02286	24	359	0.17082
0.05000	0.05000	0.01235	0.02539	7	328	0.17342
0.05000	0.05000	0.02566	0.02754	49	286	0.05493
0.05000	0.05000	0.02692	0.02913	59	276	0.05308
0.05000	0.05000	0.03607	0.03031	51	284	0.02923
0.05000	0.05000	0.00478	0.03071	15	320	0.16314
0.05000	0.05000	0.04107	0.03297	43	292	0.01563
0.05000	0.05000	0.04868	0.03350	66	269	0.00827
0.05000	0.05000	0.01524	0.03427	38	297	0.20976
0.05000	0.05000	0.00342	0.05872	53	282	0.03311
0.05000	0.05000	0.00712	0.08442	38	297	0.05021
0.05000	0.05000	0.00775	0.11942	55	280	0.05367
0.05000	0.05000	0.01005	0.18363	60	275	0.06627
0.05000	0.05000	0.00350	0.25357	32	367	0.03341
0.05000	0.05000	0.01833	0.28606	21	314	0.05778
0.05000	0.05000	0.00379	0.30033	6	341	0.03452
0.05000	0.05000	0.00914	0.41449	66	269	0.06144
0.05000	0.05000	0.00378	0.51913	28	307	0.03448
0.05000	0.05000	0.01434	0.76145	12	323	0.07511
