0.05000	0.05000	0.00478	0.03071	15	320	0.09842
0.05000	0.05000	0.00768	0.03654	50	285	0.07209
0.05000	0.05000	0.00780	0.04164	1	336	0.07317
0.05000	0.05000	0.04661	0.04194	48	287	0.01438
0.05000	0.05000	0.01684	0.04238	24	311	0.20645
0.05000	0.05000	0.01274	0.04420	8	343	0.15293
0.05000	0.05000	0.01094	0.04449	31	304	0.10768
0.05000	0.05000	0.00897	0.05219	13	348	0.10890
0.05000	0.05000	0.01806	0.05541	47	288	0.08299
0.05000	0.05000	0.01708	0.05718	35	300	0.08299
0.05000	0.05000	0.03593	0.06052	45	290	0.03854
0.05000	0.05000	0.00650	0.08808	1	334	0.04235
0.05000	0.05000	0.00240	0.14206	49	384	0.02645
0.05000	0.05000	0.01864	0.14741	35	300	0.07137
0.05000	0.05000	0.02508	0.16810	33	302	0.03497
0.05000	0.05000	0.01990	0.26068	50	285	0.06332
0.05000	0.05000	0.02410	0.27476	61	274	0.03922
0.05000	0.05000	0.02259	0.29558	49	286	0.04686
0.05000	0.05000	0.01538	0.56358	59	276	0.08453
0.05000	0.05000	0.02519	0.67334	24	311	0.03453
