0.02500	0.06000	0.00600	0.18731	0.34200	0.52931	
0.02500	0.06000	0.00600	0.21516	0.39650	0.61166	
0.02500	0.06000	0.00600	0.20974	0.53103	0.74077	
0.02500	0.06000	0.00600	0.19144	0.28454	0.47599	
0.02500	0.06000	0.00600	0.21150	0.17572	0.38722	
0.02500	0.06000	0.00600	0.20334	0.07089	0.27422	
0.02500	0.06000	0.00600	0.19604	0.36823	0.56427	
0.02500	0.06000	0.00600	0.20189	0.54514	0.74703	
0.02500	0.06000	0.00600	0.21161	0.26781	0.47942	
0.02500	0.06000	0.00600	0.20208	0.23915	0.44123	
0.02500	0.06000	0.00600	0.19914	0.25150	0.45065	
0.02500	0.06000	0.00600	0.21641	0.22574	0.44215	
0.02500	0.06000	0.00600	0.28558	1.11086	1.39644	
0.02500	0.06000	0.00600	0.20894	0.56118	0.77012	
0.02500	0.06000	0.00600	0.21397	0.46587	0.67985	
0.02500	0.06000	0.00600	0.21655	0.26524	0.48179	
0.02500	0.06000	0.00600	0.20777	0.77373	0.98149	
0.02500	0.06000	0.00600	0.18731	0.57157	0.75888	
0.02500	0.06000	0.00600	0.18731	0.65150	0.83881	
0.02500	0.06000	0.00600	0.21983	0.22922	0.44905	
0.02500	0.06000	0.00600	0.20467	0.60290	0.80757	
0.02500	0.06000	0.00600	0.18731	0.27697	0.46429	
0.02500	0.06000	0.00600	0.18976	0.90571	1.09547	
0.02500	0.06000	0.00600	0.18731	0.32853	0.51584	
0.02500	0.06000	0.00600	0.20191	0.38980	0.59171	
0.02500	0.06000	0.00600	0.20970	0.52456	0.73426	
0.02500	0.06000	0.00600	0.18753	0.23036	0.41789	
0.02500	0.06000	0.00600	0.21480	0.32372	0.53852	
0.02500	0.06000	0.00600	0.21157	0.11638	0.32795	
0.02500	0.06000	0.00600	0.20304	1.06146	1.26450	
0.02500	0.06000	0.00600	0.18731	1.18572	1.37304	
0.02500	0.06000	0.00600	0.18731	1.02307	1.21039	
0.02500	0.06000	0.00600	0.18731	0.16212	0.34943	
0.02500	0.06000	0.00600	0.19063	0.41105	0.60168	
0.02500	0.06000	0.00600	0.18731	0.31737	0.50469	
0.02500	0.06000	0.00600	0.21077	0.34672	0.55748	
0.02500	0.06000	0.00600	0.19445	0.41247	0.60692	
0.02500	0.06000	0.00600	0.19394	0.76845	0.96239	
0.02500	0.06000	0.00600	0.21412	0.31329	0.52741	
0.02500	0.06000	0.00600	0.19779	0.36530	0.56309	
0.02500	0.06000	0.00600	0.20521	0.32388	0.52909	
0.02500	0.06000	0.00600	0.20868	0.28529	0.49397	
0.02500	0.06000	0.00600	0.20452	0.54016	0.74468	
0.02500	0.06000	0.00600	0.20523	0.25730	0.46253	
0.02500	0.06000	0.00600	0.22530	0.42822	0.65352	
0.02500	0.06000	0.00600	0.21611	0.38336	0.59947	
0.02500	0.06000	0.00600	0.20528	0.35885	0.56413	
0.02500	0.06000	0.00600	0.19714	0.57071	0.76785	
0.02500	0.06000	0.00600	0.21878	0.83755	1.05633	
0.02500	0.06000	0.00600	0.23341	0.93475	1.16816	
0.02500	0.06000	0.00600	0.19005	0.14625	0.33630	
